Facility_Name,ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Latitude,Longitude,"Population, 2021",Facilities_Per_Capita,address,point,latitude,longitude
Mornelle Drug Mart,Mornelle Drug Mart,Toronto,1200 Markham Road,M1H3C3,-8820182.65754654,5431049.19680108,2794356.0,0.0006098006123772347,"1200 Markham Road, Toronto, Ontario, Canada",POINT (-79.2321905 43.776656),43.776656,-79.2321905
Morningside Finch Pharmacy,Morningside Finch Pharmacy,Toronto,2130 Morningside Avenue,M1X2E5,-8818666.50834583,5437544.65252341,2794356.0,0.0006098006123772347,"2130 Morningside Avenue, Toronto, Ontario, Canada",POINT (-79.1818693 43.7579496),43.7579496,-79.1818693
Mortar + Pestle,Mortar + Pestle,Toronto,1997 Bloor Street West,M6S1M4,-8847219.39000491,5411656.90902835,2794356.0,0.0006098006123772347,"1997 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.5133417 43.6469735),43.6469735,-79.5133417
Moss Park Pharmacy Ltd,Moss Park Pharmacy Ltd,Toronto,325 Queen Street East,M5A1S9,-8834913.73274245,5412252.62497758,2794356.0,0.0006098006123772347,"325 Queen Street East, Toronto, Ontario, Canada",POINT (-79.36531446153846 43.65528627692308),43.65528627692308,-79.36531446153846
Mount Pleasant Pharmacy,Mount Pleasant Pharmacy,Toronto,245 Eglinton Avenue East,M4P3B7,-8837606.50669694,5420392.31347115,2794356.0,0.0006098006123772347,"245 Eglinton Avenue East, Toronto, Ontario, Canada",POINT (-79.388985 43.708438),43.708438,-79.388985
Mount Sinai Academic Family Health Team,Mount Sinai Academic Family Health Team,Toronto,60 Murray Street,M5T3L9,-8837857.52101673,5412639.60936871,2794356.0,0.0006098006123772347,"60 Murray Street, Toronto, Ontario, Canada",POINT (-79.391462 43.658231),43.658231,-79.391462
Mount Sinai Fertility Pharmacy,Mount Sinai Fertility Pharmacy,Toronto,250 Dundas Street West,M5T2Z5,-8837618.4512783,5412183.71080618,2794356.0,0.0006098006123772347,"250 Dundas Street West, Toronto, Ontario, Canada",POINT (-79.3900491 43.6546429),43.6546429,-79.3900491
Mount Sinai Hospital,Mount Sinai Hospital,Toronto,600 University Avenue,M5G1X5,-8837653.57257765,5412595.0032482,2794356.0,0.0006098006123772347,"600 University Avenue, Toronto, Ontario, Canada",POINT (-79.39032113692951 43.6574502),43.6574502,-79.39032113692951
"Mount Sinai Hospital, Department of Psychiatry, Clinic for HIV","Mount Sinai Hospital, Department of Psychiatry, Clinic for HIV-Related Concerns",Toronto,600 University Avenue,M5G1X5,-8837653.57257765,5412595.0032482,2794356.0,0.0006098006123772347,"600 University Avenue, Toronto, Ontario, Canada",POINT (-79.39032113692951 43.6574502),43.6574502,-79.39032113692951
Murray Shore Pharmacy,Murray Shore Pharmacy,Toronto,3537 Bathurst Street,M6A2C7,-8842312.03723252,5423731.64657472,2794356.0,0.0006098006123772347,"3537 Bathurst Street, Toronto, Ontario, Canada",POINT (-79.4318568 43.7297579),43.7297579,-79.4318568
MyHealth Centre,MyHealth Centre,Toronto,1849 Yonge Street,M4S1Y2,-8838304.58009176,5418663.490954,2794356.0,0.0006098006123772347,"1849 Yonge Street, Toronto, Ontario, Canada",POINT (-79.3960808 43.6968937),43.6968937,-79.3960808
Myhealth Pharmacy,Myhealth Pharmacy,Toronto,3551 Sheppard Avenue East,M1T3K8,-8827623.38589455,5431461.361709,2794356.0,0.0006098006123772347,"3551 Sheppard Avenue East, Toronto, Ontario, Canada",POINT (-79.3001541 43.7804199),43.7804199,-79.3001541
Nabors,Nabors-Neighbours Allied for Better Opportunities in Residential Support,Toronto,2 Carlton Street,M5B1J3,-8836857.49350314,5413234.51158285,2794356.0,0.0006098006123772347,"2 Carlton Street, Toronto, Ontario, Canada",POINT (-79.383008 43.661458),43.661458,-79.383008
Native Canadian Centre of Toronto,Native Canadian Centre of Toronto,Toronto,16 Spadina Road,M5R2S7,-8839318.22197907,5414236.69346026,2794356.0,0.0006098006123772347,"16 Spadina Road, Toronto, Ontario, Canada",POINT (-79.4050475 43.6681584),43.6681584,-79.4050475
Neighbour Care Pharmacy,Neighbour Care Pharmacy,Toronto,1357 Danforth Road,M1J1G7,-8821438.43045828,5425901.50149561,2794356.0,0.0006098006123772347,"1357 Danforth Road, Toronto, Ontario, Canada",POINT (-79.2446416 43.7439858),43.7439858,-79.2446416
Neighbourhood Group Community Services,Neighbourhood Group Community Services,Toronto,91 Bellevue Avenue,M5T2N8,-8839164.01108848,5412409.73397766,2794356.0,0.0006098006123772347,"91 Bellevue Avenue, Toronto, Ontario, Canada",POINT (-79.40401517142857 43.65619087142857),43.65619087142857,-79.40401517142857
"Neighbourhood Group Community Services, The","Neighbourhood Group Community Services, The",Toronto,260 Augusta Avenue,M5T2L9,-8839120.65214681,5412426.38205685,2794356.0,0.0006098006123772347,"260 Augusta Avenue, Toronto, Ontario, Canada",POINT (-79.40293706666667 43.6563258),43.6563258,-79.40293706666667
Neighbourhood Link Support Services,Neighbourhood Link Support Services,Toronto,2625 Danforth Avenue,M4C1L4,-8827560.72415318,5417267.21429157,2794356.0,0.0006098006123772347,"2625 Danforth Avenue, Toronto, Ontario, Canada",POINT (-79.29961681506849 43.688433204109586),43.688433204109586,-79.29961681506849
New Caledonia Pharmacy,New Caledonia Pharmacy,Toronto,600 Caledonia Road,M6E4V5,-8845703.17401251,5418103.49542201,2794356.0,0.0006098006123772347,"600 Caledonia Road, Toronto, Ontario, Canada",POINT (-79.4623316 43.6931771),43.6931771,-79.4623316
New Canyon Pharmacy,New Canyon Pharmacy,Toronto,564 Sheppard Avenue West,M3H2R9,-8842973.34179952,5427739.3634517,2794356.0,0.0006098006123772347,"564 Sheppard Avenue West, Toronto, Ontario, Canada",POINT (-79.4819315 43.7536962),43.7536962,-79.4819315
New Care Pharmacy,New Care Pharmacy,Toronto,56 Westmore Drive,M9V1C3,-8861454.09159137,5425273.1640305,2794356.0,0.0006098006123772347,"56 Westmore Drive, Toronto, Ontario, Canada",POINT (-79.6034365 43.7397602),43.7397602,-79.6034365
New Day Danforth Pharmacy Inc,New Day Danforth Pharmacy Inc,Toronto,1288 Danforth Avenue,M4J1M6,-8830999.48341133,5416383.32125208,2794356.0,0.0006098006123772347,"1288 Danforth Avenue, Toronto, Ontario, Canada",POINT (-79.33023552121212 43.682089830303035),43.682089830303035,-79.33023552121212
New Dufferin Diagnostic Imaging,New Dufferin Diagnostic Imaging,Toronto,150 Eglinton Avenue East,M4P1E8,-8838117.01788172,5420344.06637905,2794356.0,0.0006098006123772347,"150 Eglinton Avenue East, Toronto, Ontario, Canada",POINT (-79.393978 43.707718),43.707718,-79.393978
New Eglinton Pharmacy,New Eglinton Pharmacy,Toronto,2809 Eglinton Avenue East,M1J2E1,-8821461.34000949,5424838.73496931,2794356.0,0.0006098006123772347,"2809 Eglinton Avenue East, Toronto, Ontario, Canada",POINT (-79.24485955714286 43.737238961904765),43.737238961904765,-79.24485955714286
New Era Pharmacy,New Era Pharmacy,Toronto,2163 Danforth Avenue,M4C1K2,-8828833.65139846,5416970.35201312,2794356.0,0.0006098006123772347,"2163 Danforth Avenue, Toronto, Ontario, Canada",POINT (-79.3107603 43.6860048),43.6860048,-79.3107603
New Horizons Day Centre Inc,New Horizons Day Centre Inc,Toronto,3565 Bathurst Street,M6A2Y7,-8842340.31238318,5423907.51469789,2794356.0,0.0006098006123772347,"3565 Bathurst Street, Toronto, Ontario, Canada",POINT (-79.4323166 43.7311668),43.7311668,-79.4323166
New Horizons Tower,New Horizons Tower,Toronto,1140 Bloor Street West,M6H4E6,-8842759.83101618,5412984.07927105,2794356.0,0.0006098006123772347,"1140 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4357426 43.6599421),43.6599421,-79.4357426
New Jane X,"New Jane X-Ray, Ultrasound",Toronto,911 Jane Street,M6N4C6,-8849423.02611685,5415705.02277568,2794356.0,0.0006098006123772347,"911 Jane Street, Toronto, Ontario, Canada",POINT (-79.496243 43.6777968),43.6777968,-79.496243
New Visions Toronto,New Visions Toronto,Toronto,250 The Esplanade,M5A1J2,-8834808.50242781,5411405.24254233,2794356.0,0.0006098006123772347,"250 The Esplanade, Toronto, Ontario, Canada",POINT (-79.3643176 43.6498184),43.6498184,-79.3643176
Newe Towne Medical Pharmacy,Newe Towne Medical Pharmacy,Toronto,3420 Finch Avenue East,M1W2R6,-8829345.53181297,5434137.52850711,2794356.0,0.0006098006123772347,"3420 Finch Avenue East, Toronto, Ontario, Canada",POINT (-79.3154149 43.7973773),43.7973773,-79.3154149
Newton Pharmacy,Newton Pharmacy,Toronto,1750 Lawrence Avenue East,M1R2Y1,-8828533.53405128,5425738.39990443,2794356.0,0.0006098006123772347,"1750 Lawrence Avenue East, Toronto, Ontario, Canada",POINT (-79.3081063928141 43.74261408255766),43.74261408255766,-79.3081063928141
Nhatrang Drug Mart Inc.,Nhatrang Drug Mart Inc.,Toronto,736 Wilson Avenue,M3K1E4,-8845885.50420648,5423983.44898378,2794356.0,0.0006098006123772347,"736 Wilson Avenue, Toronto, Ontario, Canada",POINT (-79.46378725 43.731449350000005),43.731449350000005,-79.46378725
Nisbet Lodge,Nisbet Lodge,Toronto,740 Pape Avenue,M4K3S7,-8832721.26197543,5416090.15080348,2794356.0,0.0006098006123772347,"740 Pape Avenue, Toronto, Ontario, Canada",POINT (-79.34580562500068 43.6801265),43.6801265,-79.34580562500068
Nisbett Lodge,Nisbett Lodge,Toronto,740 Pape Avenue,M4K3S7,-8832721.26197543,5416090.15080348,2794356.0,0.0006098006123772347,"740 Pape Avenue, Toronto, Ontario, Canada",POINT (-79.34580562500068 43.6801265),43.6801265,-79.34580562500068
Noble Ida Pharmacy,Noble Ida Pharmacy,Toronto,2934 Eglinton Avenue East,M1J2E4,-8820518.53071416,5425262.33232949,2794356.0,0.0006098006123772347,"2934 Eglinton Avenue East, Toronto, Ontario, Canada",POINT (-79.23605545809232 43.73983895),43.73983895,-79.23605545809232
Nor,Nor-Arm Pharmacy,Toronto,1280 Finch Avenue West,M3J3K6,-8848645.33702222,5429059.86176018,2794356.0,0.0006098006123772347,"1280 Finch Avenue West, Toronto, Ontario, Canada",POINT (-79.488488 43.7641706),43.7641706,-79.488488
Norfinch Care Community,Norfinch Care Community,Toronto,22 Norfinch Drive,M3N1N1,-8852853.18037836,5427759.92302164,2794356.0,0.0006098006123772347,"22 Norfinch Drive, Toronto, Ontario, Canada",POINT (-79.52670420163798 43.75623805),43.75623805,-79.52670420163798
Norfinch Pharmacy,Norfinch Pharmacy,Toronto,2100 Finch Avenue West,M3N2Z9,-8852691.84504035,5427779.21885161,2794356.0,0.0006098006123772347,"2100 Finch Avenue West, Toronto, Ontario, Canada",POINT (-79.5248367 43.756186),43.756186,-79.5248367
Norfolk County,Norfolk County - Delhi Seniors Centre,Toronto,418 Queen Street West,N4B2X1,-8838536.01331312,5411210.76649084,2794356.0,0.0006098006123772347,"418 Queen Street West, Toronto, Ontario, Canada",POINT (-79.3979024 43.6485446),43.6485446,-79.3979024
North Park Medical Pharmacy,North Park Medical Pharmacy,Toronto,2355 Keele Street,M6M4A1,-8847258.21824329,5420314.26818928,2794356.0,0.0006098006123772347,"2355 Keele Street, Toronto, Ontario, Canada",POINT (-79.4743148 43.7091584),43.7091584,-79.4743148
North Park Nursing Home,North Park Nursing Home,Toronto,450 Rustic Road,M6L1W9,-8847926.36895898,5421833.26682331,2794356.0,0.0006098006123772347,"450 Rustic Road, Toronto, Ontario, Canada",POINT (-79.48226188793629 43.7175812),43.7175812,-79.48226188793629
North Scarborough X,North Scarborough X-Ray & Ultrasound,Toronto,3420 Finch Avenue East,M1W2R6,-8829345.53181297,5434137.52850711,2794356.0,0.0006098006123772347,"3420 Finch Avenue East, Toronto, Ontario, Canada",POINT (-79.3154149 43.7973773),43.7973773,-79.3154149
North Side Pharmacy,North Side Pharmacy,Toronto,4700 Jane Street,M3N2L3,-8852282.36742542,5429805.47488974,2794356.0,0.0006098006123772347,"4700 Jane Street, Toronto, Ontario, Canada",POINT (-79.52093173333334 43.7703143),43.7703143,-79.52093173333334
North Toronto Eye Care Inc.,North Toronto Eye Care Inc.,Toronto,2065 Finch Avenue West,M3N2V7,-8852489.53299779,5427716.23013732,2794356.0,0.0006098006123772347,"2065 Finch Avenue West, Toronto, Ontario, Canada",POINT (-79.5232059 43.7560313),43.7560313,-79.5232059
North Toronto Sleep Centre Inc.,North Toronto Sleep Centre Inc.,Toronto,4040 Finch Avenue East,M1S4V5,-8826955.68045683,5434919.86042725,2794356.0,0.0006098006123772347,"4040 Finch Avenue East, Toronto, Ontario, Canada",POINT (-79.2941073 43.8019855),43.8019855,-79.2941073
North York Diagnostic and Cardiac Centre,North York Diagnostic and Cardiac Centre,Toronto,250 Marlee Avenue,M6B3H7,-8843544.43305119,5420002.41704016,2794356.0,0.0006098006123772347,"250 Marlee Avenue, Toronto, Ontario, Canada",POINT (-79.44265656086957 43.70564193913044),43.70564193913044,-79.44265656086957
North York Family Health Team Inc.,North York Family Health Team Inc.,Toronto,240 Duncan Mill Road,M3B3S6,-8833357.89814328,5428714.25191132,2794356.0,0.0006098006123772347,"240 Duncan Mill Road, Toronto, Ontario, Canada",POINT (-79.3501245 43.7615952),43.7615952,-79.3501245
North York General,North York General - Reactivation Care Centre,Toronto,2111 Finch Avenue West,M3N1N1,-8852774.95617218,5427521.79545934,2794356.0,0.0006098006123772347,"2111 Finch Avenue West, Toronto, Ontario, Canada",POINT (-79.5260221 43.7536378),43.7536378,-79.5260221
North York General Hospital,North York General Hospital,Toronto,555 Finch Avenue West,M2R1N5,-8844033.57089374,5430225.46182635,2794356.0,0.0006098006123772347,"555 Finch Avenue West, Toronto, Ontario, Canada",POINT (-79.44728711605052 43.771426),43.771426,-79.44728711605052
North York Pharmacy,North York Pharmacy,Toronto,5631 Yonge Street,M2M3S9,-8840493.73353796,5431559.4989271,2794356.0,0.0006098006123772347,"5631 Yonge Street, Toronto, Ontario, Canada",POINT (-79.41554895 43.780518375),43.780518375,-79.41554895
North York Pulmonary Function Center Inc.,North York Pulmonary Function Center Inc.,Toronto,2 Champagne Drive,M3J2C5,-8846798.0568642,5429346.75459419,2794356.0,0.0006098006123772347,"2 Champagne Drive, Toronto, Ontario, Canada",POINT (-79.4713334 43.7663172),43.7663172,-79.4713334
North York Seniors Centre,North York Seniors Centre,Toronto,21 Hendon Avenue,M2M4G7,-8840710.94012839,5431643.1746435,2794356.0,0.0006098006123772347,"21 Hendon Avenue, Toronto, Ontario, Canada",POINT (-79.4176747 43.7811005),43.7811005,-79.4176747
North York Sleep & Diagnostic Centre Inc.,North York Sleep & Diagnostic Centre Inc.,Toronto,2 Champagne Drive,M3J2C5,-8846798.0568642,5429346.75459419,2794356.0,0.0006098006123772347,"2 Champagne Drive, Toronto, Ontario, Canada",POINT (-79.4713334 43.7663172),43.7663172,-79.4713334
North Yorkers for Disabled Persons Inc.,North Yorkers for Disabled Persons Inc.,Toronto,2880 Bayview Avenue,M2N5K3,-8837510.74967096,5429584.14312049,2794356.0,0.0006098006123772347,"2880 Bayview Avenue, Toronto, Ontario, Canada",POINT (-79.3884564 43.7676465),43.7676465,-79.3884564
Northcliffe Pharmacy,Northcliffe Pharmacy,Toronto,1751 Eglinton Avenue West,M6E2H7,-8844094.3849542,5418523.895818,2794356.0,0.0006098006123772347,"1751 Eglinton Avenue West, Toronto, Ontario, Canada",POINT (-79.44794708 43.69605490666666),43.69605490666666,-79.44794708
Northtown Way Pharmacy,Northtown Way Pharmacy,Toronto,10 Northtown Way,M2N7L4,-8840246.92709492,5430831.65861863,2794356.0,0.0006098006123772347,"10 Northtown Way, Toronto, Ontario, Canada",POINT (-79.4129371 43.7755378),43.7755378,-79.4129371
Northwest Imaging Associates,Northwest Imaging Associates,Toronto,960 Lawrence Avenue West,M6A3B5,-8845166.369164,5421277.25268411,2794356.0,0.0006098006123772347,"960 Lawrence Avenue West, Toronto, Ontario, Canada",POINT (-79.4574782 43.7138018),43.7138018,-79.4574782
Northwood Community Centre,Northwood Community Centre,Toronto,497 Wilson Avenue,M3H1V1,-8843794.5902109,5424475.96632374,2794356.0,0.0006098006123772347,"497 Wilson Avenue, Toronto, Ontario, Canada",POINT (-79.4449211 43.734935899999996),43.734935899999996,-79.4449211
Norwood Nursing Home,Norwood Nursing Home,Toronto,122 Tyndall Avenue,M6K2E2,-8842018.38754776,5409525.83769737,2794356.0,0.0006098006123772347,"122 Tyndall Avenue, Toronto, Ontario, Canada",POINT (-79.42931564668473 43.63752855),43.63752855,-79.42931564668473
Nova Pharmacy,Nova Pharmacy,Toronto,1674 Dufferin Street,M6H3M1,-8843575.91420319,5415668.2978451,2794356.0,0.0006098006123772347,"1674 Dufferin Street, Toronto, Ontario, Canada",POINT (-79.443104 43.6775493),43.6775493,-79.443104
Nucleus Independent Living Inc.,Nucleus Independent Living Inc.,Toronto,11216 Four Seasons Place,M9B6E5,-8856640.71473311,5411111.09160095,2794356.0,0.0006098006123772347,"11216 Four Seasons Place, Toronto, Ontario, Canada",POINT (-79.5607697 43.6478369),43.6478369,-79.5607697
O'connor Medical Pharmasave,O'connor Medical Pharmasave,Toronto,1537 O'Connor Drive,M4B2V7,-8828233.48349579,5421360.40393857,2794356.0,0.0006098006123772347,"1537 O'Connor Drive, Toronto, Ontario, Canada",POINT (-79.30556430555555 43.714510588888885),43.714510588888885,-79.30556430555555
O.P. Laboratories,O.P. Laboratories,Toronto,4125 Lawrence Avenue East,M1E2S2,-8815688.64517542,5429384.3509801,2794356.0,0.0006098006123772347,"4125 Lawrence Avenue East, Toronto, Ontario, Canada",POINT (-79.1931728 43.76672805),43.76672805,-79.1931728
Oakdale Pharmacy,Oakdale Pharmacy,Toronto,2065 Finch Avenue West,M3N2V7,-8852489.53299779,5427716.23013732,2794356.0,0.0006098006123772347,"2065 Finch Avenue West, Toronto, Ontario, Canada",POINT (-79.5232059 43.7560313),43.7560313,-79.5232059
Oakwood Pharmacy,Oakwood Pharmacy,Toronto,332 Oakwood Avenue,M6E2V9,-8843049.33961589,5416986.60807011,2794356.0,0.0006098006123772347,"332 Oakwood Avenue, Toronto, Ontario, Canada",POINT (-79.4384729 43.68607766666667),43.68607766666667,-79.4384729
Oasis Drug Mart,Oasis Drug Mart,Toronto,1501 Ellesmere Road,M1P4T6,-8822844.89656471,5430012.9840298,2794356.0,0.0006098006123772347,"1501 Ellesmere Road, Toronto, Ontario, Canada",POINT (-79.2553459 43.7711044),43.7711044,-79.2553459
Odette Cancer Centre Pharmacy,Odette Cancer Centre Pharmacy,Toronto,Bayview Avenue,M4N3M5,-8839767.54083976,5442208.11318438,2794356.0,0.0006098006123772347,"Bayview Avenue, Toronto, Ontario, Canada",POINT (-79.388564 43.7686638),43.7686638,-79.388564
Old Mill Radiology and Ultrasound Services,Old Mill Radiology and Ultrasound Services,Toronto,230 Brown's Line,M8W3T4,-8854792.95590128,5403422.99576435,2794356.0,0.0006098006123772347,"230 Brown's Line, Toronto, Ontario, Canada",POINT (-79.5437232 43.59791385),43.59791385,-79.5437232
Old Park Pharmacy,Old Park Pharmacy,Toronto,1042 Eglinton Avenue West,M6C2C5,-8842147.04749827,5419153.90292942,2794356.0,0.0006098006123772347,"1042 Eglinton Avenue West, Toronto, Ontario, Canada",POINT (-79.43039271538461 43.700084446153845),43.700084446153845,-79.43039271538461
Omni Pharmacy,Omni Pharmacy,Toronto,799 Bloor Street West,M6G1L8,-8841139.30866091,5413393.79160384,2794356.0,0.0006098006123772347,"799 Bloor Street West, Toronto, Ontario, Canada",POINT (-79.4213624 43.6627953),43.6627953,-79.4213624
On Care Pharmacy,On Care Pharmacy,Toronto,481 Dundas Street West,M5T1H1,-8838455.86327975,5411884.98097098,2794356.0,0.0006098006123772347,"481 Dundas Street West, Toronto, Ontario, Canada",POINT (-79.397257 43.653019),43.653019,-79.397257
One Community Pharmacy,One Community Pharmacy,Toronto,347 Spadina Avenue,M5T2G3,-8838615.17260302,5412251.2863853,2794356.0,0.0006098006123772347,"347 Spadina Avenue, Toronto, Ontario, Canada",POINT (-79.3986705 43.6552558),43.6552558,-79.3986705
One Eva Pharmacy,One Eva Pharmacy,Toronto,1 Eva Road,M9C4Z5,-8856822.2322948,5409760.16365581,2794356.0,0.0006098006123772347,"1 Eva Road, Toronto, Ontario, Canada",POINT (-79.5621387 43.639279),43.639279,-79.5621387
