ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Facility_Name,"Population, 2021",Facilities_Per_Capita
Shoppers Drug Mart 1114,Windsor,1421 Grand Marais Road West,N9E4V1,Shoppers Drug Mart 1114,229660.0,0.0007881215710180266
Health Gate Pharmacy,Windsor,810 Ouellette Avenue,N9A6Z1,Health Gate Pharmacy,229660.0,0.0007881215710180266
Regency Park Ltc Home,Windsor,567 Victoria Avenue,N9A4N1,Regency Park Ltc Home,229660.0,0.0007881215710180266
Beachside Pharmacy,Windsor,18 Amy Croft Drive,N9K0A1,Beachside Pharmacy,229660.0,0.0007881215710180266
Parkway Medical Pharmacy,Windsor,6711 Tecumseh Road East,N8T3K7,Parkway Medical Pharmacy,229660.0,0.0007881215710180266
Shoppers Drug Mart #1122,Windsor,6020 Malden Road,N9H1S8,Shoppers Drug Mart #1122,229660.0,0.0007881215710180266
Shoppers Drug Mart #1101,Windsor,600 Ouellette Avenue,N9A6Z3,Shoppers Drug Mart #1101,229660.0,0.0007881215710180266
Shoppers Drug Mart #1124,Windsor,2109 Ottawa Street,N8Y1R8,Shoppers Drug Mart #1124,229660.0,0.0007881215710180266
Brouillette Manor,Windsor,11900 Brouillette Court,N8N4X8,Brouillette Manor,229660.0,0.0007881215710180266
Westminster Ida Prscrptn Cntre,Windsor,5115 Tecumseh Road East,N8T1C2,Westminster Ida Prscrptn Cntre,229660.0,0.0007881215710180266
Chateau Park Long Term Care,Windsor,2990 Riverside Drive West,N9C1A2,Chateau Park Long Term Care,229660.0,0.0007881215710180266
Midwives of Windsor,Windsor,3357 Walker Road,N8W3R9,Midwives of Windsor,229660.0,0.0007881215710180266
Midwifery Collective Of Essex County,Windsor,7900 Anchor Drive,N8N5E5,Midwifery Collective Of Essex County,229660.0,0.0007881215710180266
John Mcgivney Children's Centre,Windsor,3945 Matchette Road,N9C4C2,John Mcgivney Children's Centre,229660.0,0.0007881215710180266
Hospice of Windsor and Essex County Inc. (The),Windsor,6038 Empress Street,N8T1B5,Hospice of Windsor and Essex County Inc. (The),229660.0,0.0007881215710180266
Hotel-Dieu Grace Hospital,Windsor,1030 Ouellette Avenue,N9A1E1,Hotel,229660.0,0.0007881215710180266
Assisted Living Southwestern Ontario,Windsor,2001 Spring Garden Road,N9E3P8,Assisted Living Southwestern Ontario,229660.0,0.0007881215710180266
Alzheimer Society of Windsor and Essex County,Windsor,242 Lauzon Road,N8S3L6,Alzheimer Society of Windsor and Essex County,229660.0,0.0007881215710180266
Centres for Seniors Windsor,Windsor,635 McEwan Avenue,N9B2E9,Centres for Seniors Windsor,229660.0,0.0007881215710180266
Citizen Advocacy Windsor-Essex,Windsor,495 Glengarry Avenue,N9A1P5,Citizen Advocacy Windsor,229660.0,0.0007881215710180266
Amica Riverside,Windsor,4909 Riverside Drive,N8Y0A4,Amica Riverside,229660.0,0.0007881215710180266
Seasons Royal Oak Village,Windsor,2400 Sandwich West Parkway,N9H2S8,Seasons Royal Oak Village,229660.0,0.0007881215710180266
Chartwell St. Clair Beach Retirement Residence,Windsor,13500 Riverside Drive East,N8N0C3,Chartwell St. Clair Beach Retirement Residence,229660.0,0.0007881215710180266
Sunrise Senior Living of Windsor,Windsor,5065 Riverside Drive East,N8Y5B3,Sunrise Senior Living of Windsor,229660.0,0.0007881215710180266
Chartwell Oak Park Terrace Retirement Residence,Windsor,1750 EastC. Row North,N8W1Y3,Chartwell Oak Park Terrace Retirement Residence,229660.0,0.0007881215710180266
Lifetimes on Riverside,Windsor,3387 Riverside Drive East,N8Y1A8,Lifetimes on Riverside,229660.0,0.0007881215710180266
Chartwell Royal Marquis Retirement Residence,Windsor,590 Grand Marais Road East,N8X3H4,Chartwell Royal Marquis Retirement Residence,229660.0,0.0007881215710180266
Chartwell Oak Park LaSalle Retirement Residence,Windsor,3955 13th Street,N9H2S7,Chartwell Oak Park LaSalle Retirement Residence,229660.0,0.0007881215710180266
The Shoreview at Riverside,Windsor,245 Drouillard Road,N8Y2P4,The Shoreview at Riverside,229660.0,0.0007881215710180266
Valor Health Pharmacy,Windsor,8424 Wyandotte Street East,N8S1T5,Valor Health Pharmacy,229660.0,0.0007881215710180266
Dorwin Medical Pharmacy,Windsor,2469 Dougall Avenue,N8X5A7,Dorwin Medical Pharmacy,229660.0,0.0007881215710180266
Medica Pharmacy,Windsor,1210 Erie Street East,N9A3Z5,Medica Pharmacy,229660.0,0.0007881215710180266
Aegis Pharmacy,Windsor,1083 Ouellette Avenue,N9A4J8,Aegis Pharmacy,229660.0,0.0007881215710180266
Tecumseh Byng Pharmacy,Windsor,1275 Walker Road,N8Y4X9,Tecumseh Byng Pharmacy,229660.0,0.0007881215710180266
Windsor Avenue Pharmacy,Windsor,1329 Windsor Avenue,N8X3L8,Windsor Avenue Pharmacy,229660.0,0.0007881215710180266
Family Health Pharm-Novacare,Windsor,1275 Walker Road,N8Y4X9,Family Health Pharm,229660.0,0.0007881215710180266
Apollo Pharmacy,Windsor,1169 Lauzon Road,N8S3M9,Apollo Pharmacy,229660.0,0.0007881215710180266
Carerx Windsor East,Windsor,2425 Tecumseh Road East,N8W1E6,Carerx Windsor East,229660.0,0.0007881215710180266
Shoppers Drug Mart #762,Windsor,2670 Tecumseh Road West,N9B3P9,Shoppers Drug Mart #762,229660.0,0.0007881215710180266
Elite Drug Mart,Windsor,250 Tecumseh Road East,N8X2R3,Elite Drug Mart,229660.0,0.0007881215710180266
Shoppers Drug Mart #1106,Windsor,3950 Dougall Avenue,N9G1X2,Shoppers Drug Mart #1106,229660.0,0.0007881215710180266
The Olde Walkerville Pharmacy,Windsor,870 Erie Street East,N9A3Y6,The Olde Walkerville Pharmacy,229660.0,0.0007881215710180266
Shoppers Drug Mart #1120,Windsor,3970 Seminole Street,N8Y4T2,Shoppers Drug Mart #1120,229660.0,0.0007881215710180266
Shoppers Drug Mart #1113,Windsor,4835 Wyandotte Street East,N8Y1H9,Shoppers Drug Mart #1113,229660.0,0.0007881215710180266
Chateau Park Long Term Care Home,Windsor,2990 B Riverside Drive West,N9C1A2,Chateau Park Long Term Care Home,229660.0,0.0007881215710180266
Extendicare Southwood Lakes,Windsor,1255 North Talbot Road,N9G3A4,Extendicare Southwood Lakes,229660.0,0.0007881215710180266
Heron Terrace Long Term Care Community,Windsor,11550 McNorton Street,N8P1T9,Heron Terrace Long Term Care Community,229660.0,0.0007881215710180266
Huron Lodge Long Term Care Home,Windsor,1881 Cabana Road West,N9G1C7,Huron Lodge Long Term Care Home,229660.0,0.0007881215710180266
Regency Park Long Term Care Home,Windsor,567 Victoria Avenue,N9A4N1,Regency Park Long Term Care Home,229660.0,0.0007881215710180266
Banwell Gardens Care Centre,Windsor,3000 Banwell Road,N8N0B3,Banwell Gardens Care Centre,229660.0,0.0007881215710180266
Dolce Vita Retirement Living,Windsor,854 Erie Street East,N9A3Y6,Dolce Vita Retirement Living,229660.0,0.0007881215710180266
Cardinal Place,Windsor,3140 Peter Street,N9C1H3,Cardinal Place,229660.0,0.0007881215710180266
Devonshire Retirement Residence,Windsor,901 Riverside Drive West,N9A7J6,Devonshire Retirement Residence,229660.0,0.0007881215710180266
Alzheimer Society of Durham Region,Oshawa,419 King Street West,L1J2K5,Alzheimer Society of Durham Region,175383.0,0.0005644788833581362
Canadian Mental Health Association (CMHA) Durham,Oshawa,60 Bond Street West,L1G1A5,Canadian Mental Health Association (CMHA) Durham,175383.0,0.0005644788833581362
"Canadian Mental Health Association, Durham Branch Nurse Practitioner-Led Clinic",Oshawa,60 Bond Street West,L1G1A5,"Canadian Mental Health Association, Durham Branch Nurse Practitioner",175383.0,0.0005644788833581362
Dr. Clifford A. Korzinstone,Oshawa,117 King Street East,L1H1B9,Dr. Clifford A. Korzinstone,175383.0,0.0005644788833581362
North Oshawa X-Ray and Ultrasound,Oshawa,1400 Ritson Road North,L1G7W4,North Oshawa X,175383.0,0.0005644788833581362
Dr. M. Mikhail Medicine Professional Corporation,Oshawa,149 King Street West,L1J2J3,Dr. M. Mikhail Medicine Professional Corporation,175383.0,0.0005644788833581362
AIDS Committee of Durham Region,Oshawa,115 Simcoe Street South,L1H4G7,AIDS Committee of Durham Region,175383.0,0.0005644788833581362
Carea Community Health Centre,Oshawa,115 Grassmere Avenue,L1H3X7,Carea Community Health Centre,175383.0,0.0005644788833581362
"Durham Region Health Department, 
Oshawa Sexual Health Clinic",Oshawa,419 King Street West,L1J2K5,"Durham Region Health Department, 
Oshawa Sexual Health Clinic",175383.0,0.0005644788833581362
John Howard Society of Durham Region,Oshawa,75 Richmond Street West,L1G1E3,John Howard Society of Durham Region,175383.0,0.0005644788833581362
Lakeridge Health Corporation,Oshawa,419 King Street West,L1J2K5,Lakeridge Health Corporation,175383.0,0.0005644788833581362
Lakeridge Health Oshawa,Oshawa,1 Hospital Court,L1G2B9,Lakeridge Health Oshawa,175383.0,0.0005644788833581362
Flow Health Services Incorporated,Oshawa,65 Kenneth Avenue,L1G5N3,Flow Health Services Incorporated,175383.0,0.0005644788833581362
Oshawa-Durham Sleep Laboratory,Oshawa,292 King Street West,L1J2J9,Oshawa,175383.0,0.0005644788833581362
Oshawa Vascular Laboratory and Ultrasound Imaging,Oshawa,247 Simcoe Street North,L1G4T3,Oshawa Vascular Laboratory and Ultrasound Imaging,175383.0,0.0005644788833581362
Oshawa Ultrasound Diagnostic Services,Oshawa,300 King Street West,L1J2K1,Oshawa Ultrasound Diagnostic Services,175383.0,0.0005644788833581362
CAREA Community Health Centre (formerly Oshawa Community Health Centre),Oshawa,115 Grassmere Avenue,L1H3X7,CAREA Community Health Centre (formerly Oshawa Community Health Centre),175383.0,0.0005644788833581362
Oshawa Senior Citizens Centre - Dalpark Home Centre,Oshawa,1661 Harmony Road North,L1H7K5,Oshawa Senior Citizens Centre,175383.0,0.0005644788833581362
Oshawa Senior Citizens Centres - Conant Branch,Oshawa,115 Grassmere Avenue,L1H3X7,Oshawa Senior Citizens Centres,175383.0,0.0005644788833581362
Lovell Drugs,Oshawa,8 King Street East,L1H1A9,Lovell Drugs,175383.0,0.0005644788833581362
Oshawa Health Centre Pharmacy,Oshawa,247 Simcoe Street North,L1G4T3,Oshawa Health Centre Pharmacy,175383.0,0.0005644788833581362
Lakeridge Health Corp Pharmacy,Oshawa,1 Hospital Court,L1G2B9,Lakeridge Health Corp Pharmacy,175383.0,0.0005644788833581362
Hillsdale Terraces,Oshawa,600 Oshawa Boulevard North,L1G5T9,Hillsdale Terraces,175383.0,0.0005644788833581362
Shoppers Drug Mart #1426,Oshawa,2045 Simcoe Street North,L1H7K4,Shoppers Drug Mart #1426,175383.0,0.0005644788833581362
Division Street,Oshawa,112 Division Street,L1G5M1,Division Street,175383.0,0.0005644788833581362
Gust Brock Residence,Oshawa,44 Brock Street East,L1G1R9,Gust Brock Residence,175383.0,0.0005644788833581362
Sebert Homes,Oshawa,223 Celina Street,L1H4N7,Sebert Homes,175383.0,0.0005644788833581362
North Oshawa Pharmacy,Oshawa,1400 Ritson Road North,L1G7W4,North Oshawa Pharmacy,175383.0,0.0005644788833581362
Pharmachoice,Oshawa,97 King Street East,L1H1B8,Pharmachoice,175383.0,0.0005644788833581362
Simcoe Street Pharmacy Ltd,Oshawa,777 Simcoe Street South,L1H4K5,Simcoe Street Pharmacy Ltd,175383.0,0.0005644788833581362
Lovell Drugs Ltd,Oshawa,500 Rossland Road West,L1J3H2,Lovell Drugs Ltd,175383.0,0.0005644788833581362
Hillsdale Estates,Oshawa,590 Oshawa Boulevard North,L1G5T9,Hillsdale Estates,175383.0,0.0005644788833581362
Simcoe North Pharmacy,Oshawa,1053 Simcoe Street North,L1G4X1,Simcoe North Pharmacy,175383.0,0.0005644788833581362
King Street Pharmacy,Oshawa,621 King Street East,L1H1G3,King Street Pharmacy,175383.0,0.0005644788833581362
Loblaw Pharmacy #2842,Oshawa,481 Gibb Street,L1J1Z4,Loblaw Pharmacy #2842,175383.0,0.0005644788833581362
Costco Pharmacy #1128,Oshawa,130 Ritson Road,L1G0A6,Costco Pharmacy #1128,175383.0,0.0005644788833581362
Prescription Pharmacy,Oshawa,11 Gibb Street,L1H2J9,Prescription Pharmacy,175383.0,0.0005644788833581362
Oshawa Clinic,Oshawa,117 King Street East,L1H1B9,Oshawa Clinic,175383.0,0.0005644788833581362
King Street X-Ray & Ultrasound,Oshawa,1290 Keith Ross Court,L1H7K4,King Street X,175383.0,0.0005644788833581362
"Manjula Misra, MD, FRCSC",Oshawa,117 King Street East,L1H1B9,"Manjula Misra, MD, FRCSC",175383.0,0.0005644788833581362
Custom Vision & Cosmetic Centre,Oshawa,117 King Street East,L1H1B9,Custom Vision & Cosmetic Centre,175383.0,0.0005644788833581362
Oshawa Advanced Imaging,Oshawa,115 Simcoe Street South,L1H4G7,Oshawa Advanced Imaging,175383.0,0.0005644788833581362
Oshawa Clinic Centre for Sleep Medicine,Oshawa,15 Charles Street,L1H4X5,Oshawa Clinic Centre for Sleep Medicine,175383.0,0.0005644788833581362
Oshawa X-Ray and Ultrasound,Oshawa,11 Gibb Street,L1H2J9,Oshawa X,175383.0,0.0005644788833581362
Oshawa Diagnostic Imaging,Oshawa,247 Simcoe Street North,L1G4T3,Oshawa Diagnostic Imaging,175383.0,0.0005644788833581362
The Medicine Shoppe #191,Oshawa,Ritson Road North,L1G7Z9,The Medicine Shoppe #191,175383.0,0.0005644788833581362
Walters Pharmacy,Oshawa,140 Simcoe Street South,L1H4G9,Walters Pharmacy,175383.0,0.0005644788833581362
Eastview Pharmacy,Oshawa,573 King Street East,L1H1G3,Eastview Pharmacy,175383.0,0.0005644788833581362
Appletree Pharmacy,Oshawa,1345 King Street East,L1H1J3,Appletree Pharmacy,175383.0,0.0005644788833581362
OM.C Pharmacy,Oshawa,675 King Street East,L1H1G4,OM.C Pharmacy,175383.0,0.0005644788833581362
Specialty Pharma Solutions,Oshawa,44 Richmond Street West,L1G1C7,Specialty Pharma Solutions,175383.0,0.0005644788833581362
Ritson Pharmacy,Oshawa,250 Taunton Road East,L1G7T1,Ritson Pharmacy,175383.0,0.0005644788833581362
Rexall Pharma Plus #1504,Oshawa,438 King Street West,L1J2K9,Rexall Pharma Plus #1504,175383.0,0.0005644788833581362
Oshawa Discount Pharmacy,Oshawa,44 Simcoe Street North,L1G4S1,Oshawa Discount Pharmacy,175383.0,0.0005644788833581362
Harmony Valley Phrmc (Remedy's,Oshawa,701 Grandview Street North,L1K2K1,Harmony Valley Phrmc (Remedy's,175383.0,0.0005644788833581362
Thornton Rd Pharmacy,Oshawa,575 Thornton Road North,L1J8L5,Thornton Rd Pharmacy,175383.0,0.0005644788833581362
Parkwood Pharmacy,Oshawa,117 Simcoe Street North,L1G4S4,Parkwood Pharmacy,175383.0,0.0005644788833581362
Thornton View,Oshawa,186 Thornton Road South,L1J5Y2,Thornton View,175383.0,0.0005644788833581362
Sobeys Pharmacy # 7207,Oshawa,1377 Wilson Street North,L1K2Z5,Sobeys Pharmacy # 7207,175383.0,0.0005644788833581362
Taunton Pharmacy,Oshawa,30 Taunton Road East,L1G3T7,Taunton Pharmacy,175383.0,0.0005644788833581362
Extendicare Skilled Nursing C,Oshawa,82 Park Road North,L1J4L1,Extendicare Skilled Nursing C,175383.0,0.0005644788833581362
Scotts Drug Mart,Oshawa,1000 Simcoe Street North,L1G4W4,Scotts Drug Mart,175383.0,0.0005644788833581362
Medplus Pharmacy,Oshawa,111 Simcoe Street North,L1G4S4,Medplus Pharmacy,175383.0,0.0005644788833581362
Oshawa Lakeview Pharmacy,Oshawa,799 Park Road South,L1J4K1,Oshawa Lakeview Pharmacy,175383.0,0.0005644788833581362
King Ray Pharmacy,Oshawa,202 King Street East,L1H1C4,King Ray Pharmacy,175383.0,0.0005644788833581362
Loblaw Pharmacy #1043,Oshawa,1385 Harmony Road North,L1H7K5,Loblaw Pharmacy #1043,175383.0,0.0005644788833581362
Steripharm Laboratories,Oshawa,172 King Street,L1H1B7,Steripharm Laboratories,175383.0,0.0005644788833581362
Shoppers Drug Mart #983,Oshawa,199 Wentworth Street West,L1J6P4,Shoppers Drug Mart #983,175383.0,0.0005644788833581362
Windfields Pharmacy & Med Ctre,Oshawa,2620 Simcoe Street North,L1L0R1,Windfields Pharmacy & Med Ctre,175383.0,0.0005644788833581362
Faith Pharmacy,Oshawa,100 Bond Street East,L1G0A2,Faith Pharmacy,175383.0,0.0005644788833581362
Oshawa's People Pharmacy,Oshawa,115 Simcoe Street South,L1H4G7,Oshawa's People Pharmacy,175383.0,0.0005644788833581362
Community Care Midwives,Oshawa,135 Simcoe Street North,L1G4S6,Community Care Midwives,175383.0,0.0005644788833581362
Grandview Children's Centre,Oshawa,600 Townline Road,L1H7K6,Grandview Children's Centre,175383.0,0.0005644788833581362
Lakeridge Health,Oshawa,1 Hospital Court,L1G2B9,Lakeridge Health,175383.0,0.0005644788833581362
Brain Injury Association of Durham,Oshawa,850 King Street West,L1J8N5,Brain Injury Association of Durham,175383.0,0.0005644788833581362
Shoppers Drug Mart #615,Oshawa,20 Warren Avenue,L1J0A1,Shoppers Drug Mart #615,175383.0,0.0005644788833581362
Intrepid Pharmacy,Oshawa,379 Bond Street West,L1J8R7,Intrepid Pharmacy,175383.0,0.0005644788833581362
Oshawa Central Pharmacy Ltd,Oshawa,32 Simcoe Street South,L1H4G2,Oshawa Central Pharmacy Ltd,175383.0,0.0005644788833581362
Shoppers Drug Mart #616,Oshawa,300 Taunton Road East,L1G7T4,Shoppers Drug Mart #616,175383.0,0.0005644788833581362
Peritus Medical,Oshawa,44 Richmond Street West,L1G1C7,Peritus Medical,175383.0,0.0005644788833581362
Shoppers Drug Mart #1249,Oshawa,784 Taunton Road East,L1K1B7,Shoppers Drug Mart #1249,175383.0,0.0005644788833581362
Island Plaza Pharmacy,Oshawa,540 King Street West,L1J7J1,Island Plaza Pharmacy,175383.0,0.0005644788833581362
Simcoe Drug Mart,Oshawa,1487 Simcoe Street North,L1G4X8,Simcoe Drug Mart,175383.0,0.0005644788833581362
Shoppers Drug Mart #1290,Oshawa,419 King Street West,L1J2K5,Shoppers Drug Mart #1290,175383.0,0.0005644788833581362
Durham Care Pharmacy,Oshawa,460 King Street West,L1J2K9,Durham Care Pharmacy,175383.0,0.0005644788833581362
Custom Care Phcy & Compounding,Oshawa,501 Coldstream Drive,L1K3B3,Custom Care Phcy & Compounding,175383.0,0.0005644788833581362
Shoppers Drug Mart #688,Oshawa,545 Rossland Road East,L1J3H1,Shoppers Drug Mart #688,175383.0,0.0005644788833581362
Costco Pharmacy #1591,Oshawa,100 Windfields Farm Drive East,L1L0R8,Costco Pharmacy #1591,175383.0,0.0005644788833581362
Chartwell Wynfield Long Term Care Residence,Oshawa,451 Woodmount Drive,L1G8E3,Chartwell Wynfield Long Term Care Residence,175383.0,0.0005644788833581362
Extendicare Oshawa,Oshawa,82 Park Road North,L1J4L1,Extendicare Oshawa,175383.0,0.0005644788833581362
The Carriage House Retirement Residence,Oshawa,60 Bond Street East,L1G8C9,The Carriage House Retirement Residence,175383.0,0.0005644788833581362
Chartwell Wynfield Retirement Residence,Oshawa,431 Woodmount Drive,L1K0P7,Chartwell Wynfield Retirement Residence,175383.0,0.0005644788833581362
Winchester Glen Retirement Community,Oshawa,2501 Thoroughbred Street,L1L0P8,Winchester Glen Retirement Community,175383.0,0.0005644788833581362
Livita Centennial Retirement Residence,Oshawa,259 Hillcroft Street,L1G8E4,Livita Centennial Retirement Residence,175383.0,0.0005644788833581362
Harmony Hill Retirement Community,Oshawa,1335 Benson Street,L1K0W6,Harmony Hill Retirement Community,175383.0,0.0005644788833581362
Cedarcroft Place,Oshawa,649 King Street East,L1H8P9,Cedarcroft Place,175383.0,0.0005644788833581362
Aspira Traditions of Durham Retirement Living,Oshawa,1255 Bloor Street East,L1H0B3,Aspira Traditions of Durham Retirement Living,175383.0,0.0005644788833581362
Bloom,Oshawa,1224 Coldstream Drive,L1K0J6,Bloom,175383.0,0.0005644788833581362
Thorntonview,Oshawa,186 Thornton Road South,L1J5Y2,Thorntonview,175383.0,0.0005644788833581362
Sexual Abuse Centre (Thunder Bay),Thunder Bay,385 Mooney Street,P7B5L5,Sexual Abuse Centre (Thunder Bay),108843.0,0.0007809413558979447
Brain Injury Services of Northern Ontario,Thunder Bay,426 Balmoral Street,P7C5G8,Brain Injury Services of Northern Ontario,108843.0,0.0007809413558979447
Thunder Bay Counselling Centre,Thunder Bay,544 Winnipeg Avenue,P7B3S7,Thunder Bay Counselling Centre,108843.0,0.0007809413558979447
Crossroads Centre Inc.,Thunder Bay,500 Oliver Road,P7B2H1,Crossroads Centre Inc.,108843.0,0.0007809413558979447
Children's Centre Thunder Bay,Thunder Bay,283 Lisgar Street,P7B6G6,Children's Centre Thunder Bay,108843.0,0.0007809413558979447
Alpha Court Non-Profit Housing Inc.,Thunder Bay,221 Wilson Street,P7B1M7,Alpha Court Non,108843.0,0.0007809413558979447
Lakehead University Centre for Education and Research on Aging & Health,Thunder Bay,955 Oliver Road,P7B5E1,Lakehead University Centre for Education and Research on Aging & Health,108843.0,0.0007809413558979447
Thunder Bay Regional Health Sciences Centre,Thunder Bay,980 Oliver Road,P7B6V4,Thunder Bay Regional Health Sciences Centre,108843.0,0.0007809413558979447
Canadian Mental Health Association (CMHA) Thunder Bay Branch,Thunder Bay,200 Van Norman Street,P7A4B8,Canadian Mental Health Association (CMHA) Thunder Bay Branch,108843.0,0.0007809413558979447
Fort William Family Health Team Inc.,Thunder Bay,1260 Golf Links Road,P7B0A1,Fort William Family Health Team Inc.,108843.0,0.0007809413558979447
